,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact,Season
0,1,EDM,,Connor McDavid , Leon Draisaitl,Pat Maroon,1,00:11:01,00:11:01,EDM,2017-10-04,1,1,661.0,EDM,1.0,0.0,Go-Ahead Goal,2018
1,3,EDM,,Connor McDavid ,,,2,00:48:07,00:08:07,EDM,2017-10-04,2,2,2887.0,EDM,2.0,0.0,Insurance Goal,2018
2,3,EDM,EN,Connor McDavid , Leon Draisaitl,Milan Lucic,3,00:59:01,00:19:01,EDM,2017-10-04,3,3,3541.0,EDM,3.0,0.0,Insurance Goal,2018
3,1,WPG,SH,Brandon Tanev ,,,1,00:08:35,00:08:35,CGY,2017-10-07,1,1,515.0,CGY,0.0,1.0,Go-Ahead Goal,2018
4,1,CGY,PP,T.J. Brodie , Johnny Gaudreau,Kris Versteeg,1,00:10:08,00:10:08,CGY,2017-10-07,2,1,608.0,CGY,1.0,1.0,Tie,2018
5,1,WPG,PP,Mark Scheifele , Blake Wheeler,Mathieu Perreault,2,00:12:12,00:12:12,CGY,2017-10-07,3,2,732.0,CGY,1.0,2.0,Go-Ahead Goal,2018
6,1,WPG,,Patrik Laine , Mathieu Perreault,Josh Morrissey,1,00:15:54,00:15:54,CGY,2017-10-07,4,3,954.0,CGY,1.0,3.0,Insurance Goal,2018
7,2,CGY,,T.J. Brodie , Michael Stone,Johnny Gaudreau,2,00:28:42,00:08:42,CGY,2017-10-07,5,2,1722.0,CGY,2.0,3.0,Go-Ahead Goal,2018
8,2,CGY,PP,Micheal Ferland , Mark Giordano,Johnny Gaudreau,1,00:32:42,00:12:42,CGY,2017-10-07,6,3,1962.0,CGY,3.0,3.0,Tie,2018
9,2,CGY,,Johnny Gaudreau , T.J. Brodie,Curtis Lazar,1,00:37:02,00:17:02,CGY,2017-10-07,7,4,2222.0,CGY,4.0,3.0,Go-Ahead Goal,2018
10,2,CGY,,Kris Versteeg , Sean Monahan,T.J. Brodie,1,00:38:38,00:18:38,CGY,2017-10-07,8,5,2318.0,CGY,5.0,3.0,Insurance Goal,2018
11,3,CGY,,Mikael Backlund , Dougie Hamilton,Matthew Tkachuk,1,00:40:16,00:00:16,CGY,2017-10-07,9,6,2416.0,CGY,6.0,3.0,Insurance Goal,2018
12,2,CGY,PP,Sean Monahan , Kris Versteeg,Johnny Gaudreau,1,00:36:27,00:16:27,ANA,2017-10-09,1,1,2187.0,CGY,0.0,1.0,Go-Ahead Goal,2018
13,3,CGY,,Mikael Backlund , Michael Frolik,Matthew Tkachuk,2,00:46:19,00:06:19,ANA,2017-10-09,2,2,2779.0,CGY,0.0,2.0,Insurance Goal,2018
14,1,CGY,PP,Matthew Tkachuk , Mikael Backlund,Mark Giordano,1,00:03:56,00:03:56,LAK,2017-10-11,1,1,236.0,CGY,0.0,1.0,Go-Ahead Goal,2018
15,1,CGY,,Michael Frolik , Johnny Gaudreau,Sean Monahan,1,00:07:47,00:07:47,LAK,2017-10-11,2,2,467.0,CGY,0.0,2.0,Insurance Goal,2018
16,2,LAK,,Anze Kopitar , Jake Muzzin,Dustin Brown,3,00:35:44,00:15:44,LAK,2017-10-11,3,1,2144.0,CGY,1.0,2.0,Go-Ahead Goal,2018
17,3,LAK,,Dustin Brown , Drew Doughty,Alex Iafallo,2,00:40:14,00:00:14,LAK,2017-10-11,4,2,2414.0,CGY,2.0,2.0,Tie,2018
18,3,LAK,,Dustin Brown , Derek Forbort,Anze Kopitar,3,00:41:58,00:01:58,LAK,2017-10-11,5,3,2518.0,CGY,3.0,2.0,Go-Ahead Goal,2018
19,3,CGY,,Matthew Tkachuk , Dougie Hamilton,Michael Frolik,2,00:50:59,00:10:59,LAK,2017-10-11,6,3,3059.0,CGY,3.0,3.0,Tie,2018
20,1,CGY,,Sean Monahan , T.J. Brodie,Johnny Gaudreau,2,00:01:02,00:01:02,LAK,2017-10-11,7,4,62.0,CGY,3.0,4.0,Go-Ahead Goal,2018
21,1,OTT,,Cody Ceci , Tom Pyatt,Nate Thompson,2,00:19:15,00:19:15,CGY,2017-10-13,1,1,1155.0,OTT,0.0,1.0,Go-Ahead Goal,2018
22,2,OTT,,Derick Brassard , Mark Stone,Bobby Ryan,2,00:38:43,00:18:43,CGY,2017-10-13,2,2,2323.0,OTT,0.0,2.0,Insurance Goal,2018
23,3,OTT,PP,Mike Hoffman , Cody Ceci,Kyle Turris,1,00:41:08,00:01:08,CGY,2017-10-13,3,3,2468.0,OTT,0.0,3.0,Insurance Goal,2018
24,3,OTT,,Mark Stone , Mark Borowiecki,Derick Brassard,3,00:45:18,00:05:18,CGY,2017-10-13,4,4,2718.0,OTT,0.0,4.0,Insurance Goal,2018
25,3,OTT,,Ryan Dzingel , Thomas Chabot,Kyle Turris,2,00:47:29,00:07:29,CGY,2017-10-13,5,5,2849.0,OTT,0.0,5.0,Insurance Goal,2018
26,3,OTT,PP,Chris Wideman , Kyle Turris,Zack Smith,2,00:56:23,00:16:23,CGY,2017-10-13,6,6,3383.0,OTT,0.0,6.0,Insurance Goal,2018
27,1,CGY,SH,Mark Giordano , Freddie Hamilton,Troy Brouwer,1,00:11:37,00:11:37,VAN,2017-10-14,1,1,697.0,CGY,0.0,1.0,Go-Ahead Goal,2018
28,1,VAN,,Derek Dorsett , Alexander Burmistrov,Michael Del Zotto,1,00:17:45,00:17:45,VAN,2017-10-14,2,1,1065.0,CGY,1.0,1.0,Tie,2018
29,2,CGY,,Travis Hamonic , Michael Frolik,Sean Monahan,1,00:30:57,00:10:57,VAN,2017-10-14,3,2,1857.0,CGY,1.0,2.0,Go-Ahead Goal,2018
30,2,CGY,,Sean Monahan , Dougie Hamilton,Johnny Gaudreau,3,00:37:59,00:17:59,VAN,2017-10-14,4,3,2279.0,CGY,1.0,3.0,Insurance Goal,2018
31,3,CGY,PP,Johnny Gaudreau , Jaromir Jagr,T.J. Brodie,2,00:50:14,00:10:14,VAN,2017-10-14,5,4,3014.0,CGY,1.0,4.0,Insurance Goal,2018
32,3,VAN,,Brock Boeser , Sven Baertschi,Derrick Pouliot,1,00:50:23,00:10:23,VAN,2017-10-14,6,2,3023.0,CGY,2.0,4.0,Lead Shrink,2018
33,3,CGY,,Dougie Hamilton , Matthew Tkachuk,,1,00:51:11,00:11:11,VAN,2017-10-14,7,5,3071.0,CGY,2.0,5.0,Insurance Goal,2018
34,2,CAR,,Jeff Skinner , Derek Ryan,Brock McGinn,3,00:24:48,00:04:48,CGY,2017-10-19,1,1,1488.0,CAR,0.0,1.0,Go-Ahead Goal,2018
35,3,CAR,PP,Justin Williams , Jeff Skinner,Noah Hanifin,1,00:41:09,00:01:09,CGY,2017-10-19,2,2,2469.0,CAR,0.0,2.0,Insurance Goal,2018
36,3,CGY,,Sean Monahan , Johnny Gaudreau,,4,00:56:32,00:16:32,CGY,2017-10-19,3,1,3392.0,CAR,1.0,2.0,Go-Ahead Goal,2018
37,2,MIN,PP,Chris Stewart , Ryan Suter,Jared Spurgeon,6,00:24:49,00:04:49,CGY,2017-10-21,1,1,1489.0,MIN,0.0,1.0,Go-Ahead Goal,2018
38,2,CGY,,Sean Monahan , Troy Brouwer,T.J. Brodie,5,00:39:32,00:19:32,CGY,2017-10-21,2,1,2372.0,MIN,1.0,1.0,Tie,2018
39,3,CGY,PP,Kris Versteeg , T.J. Brodie,Johnny Gaudreau,2,00:40:43,00:00:43,CGY,2017-10-21,3,2,2443.0,MIN,2.0,1.0,Go-Ahead Goal,2018
40,3,MIN,,Ryan Suter , Eric Staal,Luke Kunin,1,00:50:33,00:10:33,CGY,2017-10-21,4,2,3033.0,MIN,2.0,2.0,Tie,2018
41,3,MIN,,Jared Spurgeon , Ryan Suter,Mikko Koivu,1,00:52:08,00:12:08,CGY,2017-10-21,5,3,3128.0,MIN,2.0,3.0,Go-Ahead Goal,2018
42,3,MIN,EN,Daniel Winnik , Luke Kunin,,1,00:58:57,00:18:57,CGY,2017-10-21,6,4,3537.0,MIN,2.0,4.0,Insurance Goal,2018
43,1,NSH,PP,Filip Forsberg , Roman Josi,Scott Hartnell,7,00:06:29,00:06:29,NSH,2017-10-24,1,1,389.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
44,1,NSH,PP,Roman Josi , P.K. Subban,Ryan Johansen,2,00:07:43,00:07:43,NSH,2017-10-24,2,2,463.0,Shootout,2.0,0.0,Insurance Goal,2018
45,3,CGY,,Matthew Tkachuk , Dougie Hamilton,Mikael Backlund,3,00:50:35,00:10:35,NSH,2017-10-24,3,1,3035.0,Shootout,2.0,1.0,Go-Ahead Goal,2018
46,3,CGY,,Micheal Ferland , Johnny Gaudreau,Dougie Hamilton,2,00:52:55,00:12:55,NSH,2017-10-24,4,2,3175.0,Shootout,2.0,2.0,Tie,2018
47,1,CGY,,Mikael Backlund , Matthew Tkachuk,Travis Hamonic,3,00:03:58,00:03:58,STL,2017-10-25,1,1,238.0,STL,0.0,1.0,Go-Ahead Goal,2018
48,1,STL,,Alex Steen , Vladimir Sobotka,Paul Stastny,1,00:17:27,00:17:27,STL,2017-10-25,2,1,1047.0,STL,1.0,1.0,Tie,2018
49,2,STL,PP,Jaden Schwartz , Vladimir Tarasenko,Alex Steen,7,00:24:07,00:04:07,STL,2017-10-25,3,2,1447.0,STL,2.0,1.0,Go-Ahead Goal,2018
50,2,STL,PP,Alex Pietrangelo , Brayden Schenn,Alex Steen,4,00:26:53,00:06:53,STL,2017-10-25,4,3,1613.0,STL,3.0,1.0,Insurance Goal,2018
51,2,CGY,,Mikael Backlund , Matthew Tkachuk,Michael Frolik,4,00:33:15,00:13:15,STL,2017-10-25,5,2,1995.0,STL,3.0,2.0,Go-Ahead Goal,2018
52,3,STL,,Paul Stastny , Alex Steen,Colton Parayko,4,00:56:28,00:16:28,STL,2017-10-25,6,4,3388.0,STL,4.0,2.0,Insurance Goal,2018
53,3,STL,EN,Joel Edmundson , Brayden Schenn,Vladimir Tarasenko,2,00:59:16,00:19:16,STL,2017-10-25,7,5,3556.0,STL,5.0,2.0,Insurance Goal,2018
54,2,CGY,,Johnny Gaudreau , Micheal Ferland,Sean Monahan,3,00:30:18,00:10:18,CGY,2017-10-27,1,1,1818.0,DAL,1.0,0.0,Go-Ahead Goal,2018
55,2,DAL,PP,Esa Lindell , Jason Spezza,Mattias Janmark,3,00:36:54,00:16:54,CGY,2017-10-27,2,1,2214.0,DAL,1.0,1.0,Tie,2018
56,3,DAL,PP,Alexander Radulov , Devin Shore,John Klingberg,3,00:52:50,00:12:50,CGY,2017-10-27,3,2,3170.0,DAL,1.0,2.0,Go-Ahead Goal,2018
57,2,CGY,,Micheal Ferland , Brett Kulak,Johnny Gaudreau,3,00:22:08,00:02:08,CGY,2017-10-29,1,1,1328.0,CGY,1.0,0.0,Go-Ahead Goal,2018
58,3,WSH,,Jakub Vrana , T.J. Oshie,,3,00:44:19,00:04:19,CGY,2017-10-29,2,1,2659.0,CGY,1.0,1.0,Tie,2018
59,3,CGY,,Sean Monahan , Johnny Gaudreau,Mark Giordano,6,00:49:09,00:09:09,CGY,2017-10-29,3,2,2949.0,CGY,2.0,1.0,Go-Ahead Goal,2018
60,3,CGY,PP,Sean Monahan , Johnny Gaudreau,T.J. Brodie,7,00:55:53,00:15:53,CGY,2017-11-02,1,1,3353.0,CGY,1.0,0.0,Go-Ahead Goal,2018
61,3,PIT,,Patric Hornqvist , Kris Letang,Evgeni Malkin,5,00:58:48,00:18:48,CGY,2017-11-02,2,1,3528.0,CGY,1.0,1.0,Tie,2018
62,1,CGY,,Mark Giordano , Matthew Tkachuk,,2,00:02:19,00:02:19,CGY,2017-11-02,3,2,139.0,CGY,2.0,1.0,Go-Ahead Goal,2018
63,1,NJD,,Taylor Hall , Nico Hischier,,5,00:01:34,00:01:34,CGY,2017-11-05,1,1,94.0,Shootout,0.0,1.0,Go-Ahead Goal,2018
64,1,CGY,SH,Michael Frolik , Mikael Backlund,,2,00:11:07,00:11:07,CGY,2017-11-05,2,1,667.0,Shootout,1.0,1.0,Tie,2018
65,2,NJD,,Ben Lovejoy , Nico Hischier,Jimmy Hayes,1,00:21:56,00:01:56,CGY,2017-11-05,3,2,1316.0,Shootout,1.0,2.0,Go-Ahead Goal,2018
66,2,CGY,,Michael Stone , Kris Versteeg,Michael Frolik,1,00:31:11,00:11:11,CGY,2017-11-05,4,2,1871.0,Shootout,2.0,2.0,Tie,2018
67,2,CGY,,Sean Monahan , Micheal Ferland,Johnny Gaudreau,8,00:32:27,00:12:27,CGY,2017-11-05,5,3,1947.0,Shootout,3.0,2.0,Go-Ahead Goal,2018
68,2,NJD,,Brian Gibbons ,,,7,00:32:37,00:12:37,CGY,2017-11-05,6,3,1957.0,Shootout,3.0,3.0,Tie,2018
69,3,CGY,,Micheal Ferland , Johnny Gaudreau,Sean Monahan,4,00:46:54,00:06:54,CGY,2017-11-05,7,4,2814.0,Shootout,4.0,3.0,Go-Ahead Goal,2018
70,3,NJD,,Andy Greene , Jesper Bratt,Ben Lovejoy,1,00:51:11,00:11:11,CGY,2017-11-05,8,4,3071.0,Shootout,4.0,4.0,Tie,2018
71,1,VAN,PP,Sam Gagner , Daniel Sedin,Thomas Vanek,2,00:15:38,00:15:38,CGY,2017-11-07,1,1,938.0,VAN,0.0,1.0,Go-Ahead Goal,2018
72,1,CGY,PP,Dougie Hamilton , Mikael Backlund,Matthew Tkachuk,2,00:19:49,00:19:49,CGY,2017-11-07,2,1,1189.0,VAN,1.0,1.0,Tie,2018
73,2,CGY,PP,Johnny Gaudreau , T.J. Brodie,Sean Monahan,4,00:31:51,00:11:51,CGY,2017-11-07,3,2,1911.0,VAN,2.0,1.0,Go-Ahead Goal,2018
74,2,VAN,,Thomas Vanek , Michael Del Zotto,Alex Biega,5,00:35:09,00:15:09,CGY,2017-11-07,4,2,2109.0,VAN,2.0,2.0,Tie,2018
75,2,CGY,,Micheal Ferland ,,,5,00:37:27,00:17:27,CGY,2017-11-07,5,3,2247.0,VAN,3.0,2.0,Go-Ahead Goal,2018
76,2,VAN,SH,Derek Dorsett , Brandon Sutter,Ben Hutton,7,00:38:20,00:18:20,CGY,2017-11-07,6,3,2300.0,VAN,3.0,3.0,Tie,2018
77,3,VAN,PP,Bo Horvat , Brock Boeser,Ben Hutton,6,00:44:12,00:04:12,CGY,2017-11-07,7,4,2652.0,VAN,3.0,4.0,Go-Ahead Goal,2018
78,3,VAN,,Henrik Sedin , Daniel Sedin,Jake Virtanen,1,00:44:50,00:04:50,CGY,2017-11-07,8,5,2690.0,VAN,3.0,5.0,Insurance Goal,2018
79,1,CGY,,Mark Jankowski , Jaromir Jagr,Sam Bennett,1,00:09:15,00:09:15,CGY,2017-11-09,1,1,555.0,CGY,1.0,0.0,Go-Ahead Goal,2018
80,1,CGY,,Johnny Gaudreau , Sean Monahan,,5,00:13:56,00:13:56,CGY,2017-11-09,2,2,836.0,CGY,2.0,0.0,Insurance Goal,2018
81,2,CGY,,Micheal Ferland , Mikael Backlund,,6,00:26:02,00:06:02,CGY,2017-11-09,3,3,1562.0,CGY,3.0,0.0,Insurance Goal,2018
82,2,DET,PP,Martin Frk , Anthony Mantha,Dylan Larkin,6,00:28:43,00:08:43,CGY,2017-11-09,4,1,1723.0,CGY,3.0,1.0,Lead Shrink,2018
83,2,CGY,,Matthew Tkachuk , Brett Kulak,Mikael Backlund,4,00:32:23,00:12:23,CGY,2017-11-09,5,4,1943.0,CGY,4.0,1.0,Insurance Goal,2018
84,2,DET,,Frans Nielsen , Anthony Mantha,Mike Green,6,00:35:49,00:15:49,CGY,2017-11-09,6,2,2149.0,CGY,4.0,2.0,Lead Shrink,2018
85,2,CGY,,Jaromir Jagr , Johnny Gaudreau,Brett Kulak,1,00:37:01,00:17:01,CGY,2017-11-09,7,5,2221.0,CGY,5.0,2.0,Insurance Goal,2018
86,2,DET,,Anthony Mantha , Jonathan Ericsson,Frans Nielsen,8,00:39:56,00:19:56,CGY,2017-11-09,8,3,2396.0,CGY,5.0,3.0,Lead Shrink,2018
87,3,CGY,EN,Johnny Gaudreau , Sean Monahan,,6,00:57:37,00:17:37,CGY,2017-11-09,9,6,3457.0,CGY,6.0,3.0,Insurance Goal,2018
88,1,STL,,Vladimir Tarasenko , Colton Parayko,Paul Stastny,9,00:03:32,00:03:32,CGY,2017-11-13,1,1,212.0,CGY,0.0,1.0,Go-Ahead Goal,2018
89,1,CGY,,Mark Jankowski , Matthew Tkachuk,,2,00:04:54,00:04:54,CGY,2017-11-13,2,1,294.0,CGY,1.0,1.0,Tie,2018
90,1,CGY,,Mark Jankowski , Jaromir Jagr,Sam Bennett,3,00:13:45,00:13:45,CGY,2017-11-13,3,2,825.0,CGY,2.0,1.0,Go-Ahead Goal,2018
91,1,STL,PP,Jaden Schwartz , Alex Steen,Brayden Schenn,10,00:16:21,00:16:21,CGY,2017-11-13,4,2,981.0,CGY,2.0,2.0,Tie,2018
92,3,CGY,,Sam Bennett , Mark Jankowski,,1,00:45:39,00:05:39,CGY,2017-11-13,5,3,2739.0,CGY,3.0,2.0,Go-Ahead Goal,2018
93,3,STL,,Alex Steen , Paul Stastny,Joel Edmundson,2,00:51:46,00:11:46,CGY,2017-11-13,6,3,3106.0,CGY,3.0,3.0,Tie,2018
94,3,CGY,PP,Micheal Ferland , Johnny Gaudreau,T.J. Brodie,7,00:52:31,00:12:31,CGY,2017-11-13,7,4,3151.0,CGY,4.0,3.0,Go-Ahead Goal,2018
95,3,STL,,Vladimir Tarasenko , Jaden Schwartz,Brayden Schenn,10,00:52:43,00:12:43,CGY,2017-11-13,8,4,3163.0,CGY,4.0,4.0,Tie,2018
96,3,CGY,,Kris Versteeg , Troy Brouwer,Curtis Lazar,3,00:54:29,00:14:29,CGY,2017-11-13,9,5,3269.0,CGY,5.0,4.0,Go-Ahead Goal,2018
97,3,CGY,,Johnny Gaudreau , Mark Giordano,,7,00:58:00,00:18:00,CGY,2017-11-13,10,6,3480.0,CGY,6.0,4.0,Insurance Goal,2018
98,3,CGY,EN,Michael Frolik , Matthew Tkachuk,Mikael Backlund,3,00:58:57,00:18:57,CGY,2017-11-13,11,7,3537.0,CGY,7.0,4.0,Insurance Goal,2018
99,1,DET,,Andreas Athanasiou ,,,3,00:05:35,00:05:35,DET,2017-11-15,1,1,335.0,DET,1.0,0.0,Go-Ahead Goal,2018
100,1,DET,,Gustav Nyquist , Henrik Zetterberg,Anthony Mantha,6,00:07:25,00:07:25,DET,2017-11-15,2,2,445.0,DET,2.0,0.0,Insurance Goal,2018
101,1,CGY,PP,Micheal Ferland , Johnny Gaudreau,T.J. Brodie,8,00:08:37,00:08:37,DET,2017-11-15,3,1,517.0,DET,2.0,1.0,Go-Ahead Goal,2018
102,1,DET,PP,Anthony Mantha , Andreas Athanasiou,Mike Green,9,00:15:44,00:15:44,DET,2017-11-15,4,3,944.0,DET,3.0,1.0,Insurance Goal,2018
103,1,DET,SH,Dylan Larkin ,,,3,00:17:17,00:17:17,DET,2017-11-15,5,4,1037.0,DET,4.0,1.0,Insurance Goal,2018
104,2,DET,PP,Anthony Mantha , Frans Nielsen,Mike Green,10,00:24:27,00:04:27,DET,2017-11-15,6,5,1467.0,DET,5.0,1.0,Insurance Goal,2018
105,2,CGY,,Johnny Gaudreau , Micheal Ferland,Dougie Hamilton,8,00:32:34,00:12:34,DET,2017-11-15,7,2,1954.0,DET,5.0,2.0,Lead Shrink,2018
106,2,DET,,Justin Abdelkader , Dylan Larkin,,3,00:39:16,00:19:16,DET,2017-11-15,8,6,2356.0,DET,6.0,2.0,Insurance Goal,2018
107,3,DET,PP,Andreas Athanasiou , Dylan Larkin,Mike Green,4,00:56:10,00:16:10,DET,2017-11-15,9,7,3370.0,DET,7.0,2.0,Insurance Goal,2018
108,3,DET,PP,Luke Glendening , David Booth,Nick Jensen,4,00:58:37,00:18:37,DET,2017-11-15,10,8,3517.0,DET,8.0,2.0,Insurance Goal,2018
109,1,PHI,,Brandon Manning , Valtteri Filppula,,3,00:01:32,00:01:32,PHI,2017-11-18,1,1,92.0,CGY,1.0,0.0,Go-Ahead Goal,2018
110,1,CGY,,Johnny Gaudreau , Micheal Ferland,Sean Monahan,9,00:07:13,00:07:13,PHI,2017-11-18,2,1,433.0,CGY,1.0,1.0,Tie,2018
111,1,PHI,PP,Sean Couturier , Jakub Voracek,Shayne Gostisbehere,12,00:13:22,00:13:22,PHI,2017-11-18,3,2,802.0,CGY,2.0,1.0,Go-Ahead Goal,2018
112,1,PHI,,Ivan Provorov , Jori Lehtera,Scott Laughton,3,00:16:08,00:16:08,PHI,2017-11-18,4,3,968.0,CGY,3.0,1.0,Insurance Goal,2018
113,2,CGY,PP,Sean Monahan , Kris Versteeg,Mark Giordano,9,00:26:07,00:06:07,PHI,2017-11-18,5,2,1567.0,CGY,3.0,2.0,Go-Ahead Goal,2018
114,2,CGY,PP,Sean Monahan , Johnny Gaudreau,T.J. Brodie,10,00:29:51,00:09:51,PHI,2017-11-18,6,3,1791.0,CGY,3.0,3.0,Tie,2018
115,2,PHI,,Nolan Patrick , Jakub Voracek,Ivan Provorov,2,00:34:02,00:14:02,PHI,2017-11-18,7,4,2042.0,CGY,4.0,3.0,Go-Ahead Goal,2018
116,2,CGY,PP,Sean Monahan , Johnny Gaudreau,Kris Versteeg,11,00:34:56,00:14:56,PHI,2017-11-18,8,4,2096.0,CGY,4.0,4.0,Tie,2018
117,1,CGY,,Michael Frolik , Mikael Backlund,T.J. Brodie,4,00:01:18,00:01:18,PHI,2017-11-18,9,5,78.0,CGY,4.0,5.0,Go-Ahead Goal,2018
118,1,WSH,,Lars Eller , Jakub Vrana,Tom Wilson,4,00:01:02,00:01:02,WSH,2017-11-20,1,1,62.0,CGY,1.0,0.0,Go-Ahead Goal,2018
119,1,CGY,,Johnny Gaudreau , Sean Monahan,Dougie Hamilton,10,00:04:49,00:04:49,WSH,2017-11-20,2,1,289.0,CGY,1.0,1.0,Tie,2018
120,2,CGY,PP,Sean Monahan , Johnny Gaudreau,Matthew Tkachuk,12,00:25:22,00:05:22,WSH,2017-11-20,3,2,1522.0,CGY,1.0,2.0,Go-Ahead Goal,2018
121,3,CGY,PP,Mikael Backlund , Dougie Hamilton,Matthew Tkachuk,5,00:44:38,00:04:38,WSH,2017-11-20,4,3,2678.0,CGY,1.0,3.0,Insurance Goal,2018
122,3,CGY,,Mark Giordano , Mikael Backlund,,3,00:46:39,00:06:39,WSH,2017-11-20,5,4,2799.0,CGY,1.0,4.0,Insurance Goal,2018
123,OT1,CBJ,,Josh Anderson , Nick Foligno,,8,01:02:02,00:02:02,CBJ,2017-11-22,1,1,3722.0,CBJ,1.0,0.0,Go-Ahead Goal,2018
124,1,DAL,,Antoine Roussel , Tyler Pitlick,,3,00:18:22,00:18:22,DAL,2017-11-24,1,1,1102.0,DAL,1.0,0.0,Go-Ahead Goal,2018
125,2,CGY,,Micheal Ferland , Sean Monahan,,9,00:20:39,00:00:39,DAL,2017-11-24,2,1,1239.0,DAL,1.0,1.0,Tie,2018
126,2,CGY,,Johnny Gaudreau ,,,11,00:22:53,00:02:53,DAL,2017-11-24,3,2,1373.0,DAL,1.0,2.0,Go-Ahead Goal,2018
127,2,DAL,,Tyler Seguin , Mattias Janmark,John Klingberg,10,00:24:20,00:04:20,DAL,2017-11-24,4,2,1460.0,DAL,2.0,2.0,Tie,2018
128,2,CGY,PP,Sean Monahan , Troy Brouwer,Johnny Gaudreau,13,00:37:31,00:17:31,DAL,2017-11-24,5,3,2251.0,DAL,2.0,3.0,Go-Ahead Goal,2018
129,2,DAL,,Alexander Radulov , Devin Shore,,8,00:38:30,00:18:30,DAL,2017-11-24,6,3,2310.0,DAL,3.0,3.0,Tie,2018
130,3,CGY,,Sean Monahan , Johnny Gaudreau,Mike Smith,14,00:46:04,00:06:04,DAL,2017-11-24,7,4,2764.0,DAL,3.0,4.0,Go-Ahead Goal,2018
131,3,DAL,,Gemel Smith , Brett Ritchie,,2,00:52:12,00:12:12,DAL,2017-11-24,8,4,3132.0,DAL,4.0,4.0,Tie,2018
132,3,DAL,,Tyler Seguin ,,,11,00:54:03,00:14:03,DAL,2017-11-24,9,5,3243.0,DAL,5.0,4.0,Go-Ahead Goal,2018
133,3,DAL,EN,Tyler Seguin , Alexander Radulov,,12,00:59:00,00:19:00,DAL,2017-11-24,10,6,3540.0,DAL,6.0,4.0,Insurance Goal,2018
134,1,CGY,PP,Dougie Hamilton , Matthew Tkachuk,Mikael Backlund,3,00:17:23,00:17:23,COL,2017-11-25,1,1,1043.0,CGY,0.0,1.0,Go-Ahead Goal,2018
135,2,COL,PP,Mikko Rantanen , Nathan MacKinnon,,7,00:34:32,00:14:32,COL,2017-11-25,2,1,2072.0,CGY,1.0,1.0,Tie,2018
136,2,CGY,,Micheal Ferland , Sean Monahan,,10,00:39:09,00:19:09,COL,2017-11-25,3,2,2349.0,CGY,1.0,2.0,Go-Ahead Goal,2018
137,2,CGY,,Mikael Backlund , Travis Hamonic,Michael Frolik,6,00:39:31,00:19:31,COL,2017-11-25,4,3,2371.0,CGY,1.0,3.0,Insurance Goal,2018
138,3,COL,,Nikita Zadorov , Mark Barberio,,2,00:57:06,00:17:06,COL,2017-11-25,5,2,3426.0,CGY,2.0,3.0,Go-Ahead Goal,2018
139,1,TOR,,Roman Polak ,,,1,00:18:36,00:18:36,CGY,2017-11-28,1,1,1116.0,TOR,0.0,1.0,Go-Ahead Goal,2018
140,2,TOR,,Nikita Zaitsev , Zach Hyman,Auston Matthews,4,00:32:36,00:12:36,CGY,2017-11-28,2,2,1956.0,TOR,0.0,2.0,Insurance Goal,2018
141,3,TOR,,Nazem Kadri , William Nylander,,12,00:41:54,00:01:54,CGY,2017-11-28,3,3,2514.0,TOR,0.0,3.0,Insurance Goal,2018
142,3,CGY,,Michael Stone , Sam Bennett,Troy Brouwer,2,00:45:29,00:05:29,CGY,2017-11-28,4,1,2729.0,TOR,1.0,3.0,Lead Shrink,2018
143,3,TOR,EN,Leo Komarov ,,,3,00:59:59,00:19:59,CGY,2017-11-28,5,4,3599.0,TOR,1.0,4.0,Insurance Goal,2018
144,2,CGY,,Mark Jankowski , Jaromir Jagr,Sam Bennett,4,00:22:48,00:02:48,CGY,2017-11-30,1,1,1368.0,CGY,1.0,0.0,Go-Ahead Goal,2018
145,3,CGY,,Mikael Backlund , Matthew Tkachuk,,7,00:50:19,00:10:19,CGY,2017-11-30,2,2,3019.0,CGY,2.0,0.0,Insurance Goal,2018
146,3,CGY,,Mark Jankowski , Sam Bennett,,5,00:52:11,00:12:11,CGY,2017-11-30,3,3,3131.0,CGY,3.0,0.0,Insurance Goal,2018
147,1,EDM,,Jesse Puljujarvi , Drake Caggiula,Connor McDavid,3,00:10:29,00:10:29,CGY,2017-12-02,1,1,629.0,EDM,0.0,1.0,Go-Ahead Goal,2018
148,1,EDM,,Jesse Puljujarvi , Eric Gryba,Milan Lucic,4,00:14:33,00:14:33,CGY,2017-12-02,2,2,873.0,EDM,0.0,2.0,Insurance Goal,2018
149,1,CGY,SH,Michael Frolik , Mikael Backlund,,5,00:16:21,00:16:21,CGY,2017-12-02,3,1,981.0,EDM,1.0,2.0,Go-Ahead Goal,2018
150,1,EDM,,Jujhar Khaira , Kris Russell,Darnell Nurse,3,00:17:44,00:17:44,CGY,2017-12-02,4,3,1064.0,EDM,1.0,3.0,Insurance Goal,2018
151,2,EDM,SH,Mark Letestu , Zack Kassian,,6,00:23:40,00:03:40,CGY,2017-12-02,5,4,1420.0,EDM,1.0,4.0,Insurance Goal,2018
